CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;pct_reformado_2000;Seccion_id
2408601001;306;241,082;1939;0,02;0,52;5,44;986
2408701001;410;315,149;1975;0,01;0,53;13,89;987
2408801001;877;255,101;1969;0,02;0,52;21,12;988
2408901001;953;138,71;1971;0,02;0,67;2,66;989
2408901002;437;127,224;1969;0,01;0,6;2,23;990
2408901003;637;129,246;1979;0,01;0,6;1,18;991
2408901004;429;136,159;1970;0,01;0,32;0;992
2408901005;735;126,181;1970;0,01;0,58;0,48;993
2408901006;538;130,348;1971;0,01;0,49;2,84;994
2408902001;849;127,214;1973;0,01;0,51;1,4;995
2408902002;687;123,132;1977;0,01;0,42;2,91;996
2408902003;635;118,909;1971;0,01;0,37;0,17;997
2408902004;664;147,081;1974;0,01;0,43;0;998
2408902005;764;133,094;1983;0,01;0,48;0,96;999
2408902006;580;127,16;1977;0,01;0,52;2,52;1000
2408902007;532;132,733;1975;0,01;0,45;0;1001
2408902008;487;135,487;1968;0,01;0,52;1,13;1002
2408902009;456;153,796;1966;0,01;0,37;0;1003
2408902010;449;130,145;1964;0,01;0,4;4,16;1004
2408903001;939;126,756;1985;0,01;0,34;0,14;1005
2408903002;813;98,353;1971;0,01;0,59;0;1006
2408903003;642;111,799;1978;0,01;0,53;4,97;1007
2408903004;859;107,097;1985;0,01;0,22;0;1008
2408903005;696;102,874;1975;0,01;0,64;0,16;1009
2408903006;717;102,248;1983;0,01;0,33;0;1010
2408903007;1109;93,301;1976;0,01;0,32;0,1;1011
2408903008;852;98,852;1979;0,01;0,52;2,77;1012
2408903009;722;144,343;1998;0;0,12;0;1013
2408903010;387;111,196;1981;0,01;0,4;0;1014
2408903011;742;108,031;1971;0,01;0,64;0,3;1015
2408903012;479;105,286;1977;0,01;0,75;0,53;1016
2408903013;407;150,165;1989;0;0,15;0;1017
2408903014;577;123,253;1983;0,01;0,41;0,2;1018
2408903015;1248;217,231;2002;0;0,65;0;1019
2408903016;832;145,406;1998;0;0,17;0;1020
2408903017;490;125,02;1970;0,01;0,48;2,69;1021
2408903018;723;115,999;2001;0;0,16;0;1022
2408903019;627;139,054;1999;0;0,15;0;1023
2408903020;716;113,837;1992;0,01;0,29;0,36;1024
2408903021;796;142,53;1998;0;0,24;0;1025
2408904001;807;108,638;1970;0,02;0,7;3,51;1026
2408904002;609;138,205;1996;0;0,18;0;1027
2408904003;592;115,542;1970;0,01;0,44;0,51;1028
2408904004;583;100,393;1971;0,01;0,47;0;1029
2408904005;1281;137,818;1996;0,01;0,24;0,56;1030
2408904006;825;116,149;1984;0,01;0,45;1,58;1031
2408904007;463;124,067;1973;0,02;0,79;2,76;1032
2408904008;681;103,702;1973;0,01;0,35;1,76;1033
2408904009;522;111,328;1978;0,01;0,33;0;1034
2408904010;1037;125,381;1987;0,01;0,37;0,35;1035
2408904011;255;101,816;1978;0,01;0,19;0;1036
2408904012;929;93,027;1969;0;0,36;0,54;1037
2408904013;728;122,701;1986;0,01;0,33;0;1038
2408904014;568;97,673;1977;0;0,2;2,36;1039
2408904015;1567;139,616;2006;0,01;0,31;2,14;1040
2408905001;1118;123,736;1980;0,02;0,87;4,75;1041
2408905002;808;117,625;1993;0,01;0,25;0;1042
2408905003;727;105,204;1980;0,01;0,31;3,99;1043
2408905004;745;113,615;1976;0,01;0,44;0,43;1044
2408905005;864;112,486;1977;0,01;0,26;0,51;1045
2408905006;719;154,423;1988;0;0,1;0;1046
2408905007;590;101,632;1969;0;0,32;0,51;1047
2408905008;511;107,679;1974;0,01;0,33;0;1048
2408905009;556;107,421;1979;0,01;0,28;0;1049
2408905010;527;121,818;1979;0;0,26;0;1050
2408905011;591;143,875;1989;0;0,18;0;1051
2408906001;638;117,622;1974;0,01;0,66;2,39;1052
2408906002;560;156,352;1997;0;0,18;0;1053
2408906003;842;121,144;1982;0,01;0,38;3,21;3504
2408906004;487;96,657;1974;0,01;0,38;0;3501
2408906005;464;115,817;1983;0;0,21;0,22;3500
2408906006;580;107,448;1974;0,01;0,49;0,19;3502
2408906007;772;99,641;1977;0,01;0,42;0;3505
2408906008;405;114,936;1980;0,01;0,25;0;1054
2408906009;497;109,455;1982;0,01;0,49;0,54;3534
2408906010;776;112,83;1988;0,01;0,21;0;3503
2408906011;673;120,1;1972;0,01;0,61;0;3506
2408906012;645;118,571;1974;0,01;0,38;0,65;1055
2408906013;424;126,814;1979;0,01;0,25;0;1056
2408906014;515;115,445;1986;0,01;0,33;0;1057
2408906015;678;125,6;1984;0,01;0,37;0,63;1058
2408906016;426;118,07;1974;0;0,33;0;1059
2408906017;1883;126,639;2006;0,01;0,29;0,55;3535
2408907001;792;110,234;1979;0,01;0,57;0,17;1060
2408907002;644;96,849;1979;0,01;0,32;0;1061
2408907003;1099;125,058;1989;0,01;0,57;2,54;1062
2408907004;570;116,063;1968;0,01;0,9;0,18;1063
2408907005;1335;150,897;2006;0;0,22;;1064
2408907006;893;133,585;1985;0;0,18;0;1065
2408907007;918;108,917;1981;0,01;0,51;2,43;1066
2408907008;692;110,665;1978;0,01;0,39;1,85;1067
2408907009;450;124,078;1990;0;0,31;0;3471
2408907010;686;112,286;1968;0,01;0,69;2,85;1068
2408907011;910;135,89;1991;0;0,27;0;1069
2408907012;711;112,342;1980;0,01;0,56;0,15;1070
2408907013;446;131,034;1974;0,01;0,41;7,96;1071
2408908001;551;147,437;1980;0,01;0,59;10,15;1072
2408908002;1107;142,452;1993;0,01;0,46;10,21;3508
2408909001;1256;145,334;1974;0,01;0,7;8,11;1073
2408909002;439;169,141;1978;0,01;0,63;7,85;1074
2408909003;431;115,907;1986;0,01;0,71;0,72;1075
2408910001;778;121,757;1973;0,01;0,48;1,07;1076
2408910002;864;93,604;1972;0;0,47;0;1077
2408910003;511;103,769;1978;0,01;0,6;0,92;1078
2408910004;777;107,943;1973;0;0,3;0,13;1079
2408910005;864;118,102;1978;0,01;0,47;0,84;1080
2408910006;795;116,107;1980;0,01;0,39;0,14;1081
2408910007;1090;120,363;1991;0,01;0,32;1,14;1082
2409001001;661;197,776;1917;0,02;0,57;28,09;1083
2409101001;667;306,28;1921;0,02;0,46;24,96;1084
2409201001;743;341,532;1959;0,02;0,54;26,36;1085
2409301001;527;277,852;1948;0,01;0,58;29,35;1086
2409401001;1319;178,265;1966;0,02;0,76;13,83;1087
2409501001;281;284,473;1956;0,02;0,58;39,83;1088
2409601001;194;211,696;1965;0,01;0,65;27,59;1089
2409701001;175;358,851;1929;0,01;0,45;21,43;1090
2409801001;1270;226,644;1943;0,02;0,65;11,03;1091
2409901001;295;299,946;1930;0,02;0,52;19,65;1092
2410001001;737;178,563;1974;0,02;0,67;29,23;3492
2410101001;780;244,413;1931;0,01;0,58;15,12;1093
2410201001;1686;129,306;1954;0,02;0,74;18,22;1094
2410301001;464;183,933;1924;0,02;0,59;30,39;1095
2410401001;333;298,24;1960;0,01;0,53;30,53;1096
2410501001;1076;246,539;1982;0,01;0,55;11,74;1097
2410601001;369;175,726;1958;0,02;0,62;12,73;1098
2410701001;315;273,432;1941;0,02;0,55;27,52;1099
2410801001;371;332,887;1958;0,02;0,56;4,05;1100
2410901001;1024;212,528;1947;0,02;0,69;13,45;3490
2411001001;1478;168,581;1959;0,02;0,75;10,45;3491
2411201001;624;132,091;1959;0,02;0,68;34,45;1101
2411301001;281;317,434;1957;0,01;0,45;28,83;1102
2411401001;1334;174,767;1962;0,01;0,74;34,35;1103
2411401002;787;122,307;1955;0,01;0,7;21,28;1104
2411401003;715;164,738;1952;0,01;0,64;24,96;1105
2411501001;922;137,958;1985;0,01;0,38;0,14;1106
2411501002;817;138,984;1979;0,01;0,46;0,14;1107
2411501003;918;160,304;1985;0,02;0,74;5,87;1108
2411501004;658;133,59;1992;0,01;0,41;0,79;1109
2411501005;987;137,722;1987;0,01;0,34;0;1110
2411501006;1154;123,988;1983;0,01;0,43;0,67;3499
2411501007;1028;129,985;1982;0,01;0,46;0;1111
2411501008;810;113,217;1987;0,01;0,44;0,18;1112
2411501009;632;131,794;1990;0,01;0,46;0,22;1113
2411501010;616;126,969;1979;0,01;0,5;1,13;1114
2411501011;675;131,299;1996;0,02;0,56;5,74;1115
2411501012;971;138,792;1998;0;0,31;0,39;1116
2411502001;823;132,983;1988;0,01;0,32;0,14;1117
2411502002;806;134,989;1982;0,01;0,54;0;1118
2411502003;802;145,708;1980;0,01;0,59;0,28;1119
2411502004;919;139,164;1987;0,01;0,49;0,77;1120
2411502005;895;126,354;1984;0,01;0,35;0;1121
2411502006;749;131,495;1977;0,01;0,6;1,6;1122
2411502007;1021;136,461;1983;0,01;0,49;0,9;1123
2411502008;842;119,482;1984;0,01;0,51;0;1124
2411502009;548;159,748;1984;0;0,08;0;1125
2411502010;833;135,492;1982;0,01;0,67;2,19;1126
2411502011;514;93,37;1980;0;0,24;0,58;1127
2411502012;615;110,802;1974;0,01;0,38;0;1128
2411502013;1062;125,574;1991;0,01;0,33;0;1129
2411502014;533;148,867;1980;0,01;0,41;0;1130
2411502015;612;249,967;2000;0;0,56;0;1131
2411502016;1442;154,477;2008;0;0,38;;1132
2411502017;1198;143,905;2008;0;0,25;;1133
2411503001;882;153,417;1990;0,01;0,62;0,21;1134
2411503002;1195;124,766;1977;0,01;0,48;0,27;1135
2411503003;1396;130,504;1987;0,01;0,56;1,06;1136
2411503004;655;175,072;1985;0,01;0,68;5,69;1137
2411503005;811;146,274;1982;0,01;0,63;2,03;1138
2411503006;722;100,115;1969;0,01;0,84;0,33;1139
2411503007;1136;268,397;1983;0,02;0,5;4,23;1140
2411504001;1010;250,691;1976;0,02;0,64;6,15;3493
2411504002;531;204,209;1952;0,03;0,56;8,78;1141
2411505001;1204;173,738;1987;0,01;0,59;1,86;1142
2411505002;553;224,251;1981;0,01;0,58;6,73;1143
2411505003;808;220,088;1980;0,02;0,58;4,03;1144
2411505004;926;203,543;1981;0,01;0,46;2,49;1145
2411505005;596;235,473;1976;0,01;0,59;2,97;1146
2411505006;947;186,228;1986;0,01;0,64;2,92;1147
2411505007;1064;207,629;1991;0,01;0,6;4,92;3496
2411506001;1305;181,779;1928;0,02;0,7;15,23;1148
2411601001;415;210,716;1965;0,02;0,63;28,65;1149
2411701001;408;237,061;1962;0,02;0,52;21,54;1150
2411801001;192;207,859;1947;0,02;0,6;11,96;1151
2411901001;546;256,342;1931;0,02;0,56;19,35;1152
2412001001;550;209,618;1967;0,02;0,53;13,39;1153
2412101001;1651;112,081;1975;0,02;0,83;12,87;1154
2412201001;1073;207,897;1947;0,02;0,59;9,87;1155
2412301001;917;229,63;1961;0,02;0,59;12,94;1156
2412401001;298;261,238;1958;0,02;0,5;4,06;1157
2412501001;524;347,62;1948;0,02;0,49;17,29;1158
2412701001;233;321,67;1965;0,01;0,47;23,94;1159
2412901001;127;350,984;1952;0,01;0,54;15,97;1160
2413001001;550;146,118;1990;0,01;0,67;4,85;1161
2413101001;581;404,745;1956;0,02;0,45;29,39;1162
2413201001;924;292,977;1953;0,02;0,57;29,47;1163
2413301001;470;306,106;1956;0,01;0,6;19,07;1164
2413401001;663;142,857;1975;0,01;0,63;4,06;1165
2413401002;729;225,036;1960;0,02;0,59;27,42;1166
2413401003;966;137,289;1977;0,01;0,6;4,55;1167
2413601001;413;275,697;1966;0,01;0,5;16,94;1168
2413701001;1202;134,386;1961;0,01;0,74;15,14;1169
2413901001;770;197,977;1949;0,02;0,69;20,06;1170
2413901002;1438;176,202;1976;0,02;0,71;11,87;1171
2414101001;185;191,789;1962;0,02;0,46;29,49;1172
2414201001;1208;151,47;1995;0,01;0,62;4,23;1173
2414201002;1288;172,36;1991;0,01;0,59;7,24;1174
2414201003;1257;208,04;1987;0,01;0,52;11,63;1175
2414202001;1233;131,792;1990;0,01;0,51;2,73;1176
2414202002;1251;140,272;1994;0,01;0,52;6,34;1177
2414202003;740;123,784;1994;0,01;0,44;0,27;1178
2414202004;759;147,441;1991;0,01;0,48;1,91;1179
2414202005;743;130,919;1985;0,01;0,53;5,73;1180
2414202006;592;105,329;1978;0,01;0,65;1,54;1181
2414202007;800;104,812;1991;0,01;0,36;0;1182
2414202008;933;139,275;1993;0,01;0,57;3,07;1183
2414202009;844;161,872;1988;0,01;0,45;0,14;1184
2414202010;865;153,61;1996;0,01;0,69;2,03;1185
2414202011;715;116,19;1988;0,01;0,42;0,33;1186
2414202012;818;131,643;1996;0;0,32;0,19;1187
2414202013;693;148,446;1998;0,01;0,51;0,54;1188
2414203001;403;120,95;1972;0;0,51;2,04;1189
2414203002;785;91,797;1969;0,01;0,41;0,78;1190
2414203003;579;135,154;1986;0,01;0,67;0,4;1191
2414301001;411;237,73;1952;0,02;0,61;10,98;1192
2414401001;689;306,678;1954;0,02;0,49;7,67;1193
2414501001;737;288,03;1940;0,02;0,64;17,59;1194
2414601001;249;352,241;1954;0,02;0,55;16,02;1195
2414801001;558;302,296;1973;0,01;0,52;16,48;1196
2414801002;587;366,716;1966;0,01;0,51;25,55;1197
2414901001;120;249,442;1972;0,02;0,68;9,8;1198
2415001001;218;254,537;1953;0,01;0,55;11,79;1199
2415101001;615;313,472;1937;0,02;0,59;22,72;1200
2415201001;1233;194,721;1915;0,02;0,79;13,76;1201
2415301001;250;328,952;1926;0,02;0,53;25,43;1202
2415401001;813;252,606;1967;0,02;0,53;14,63;1203
2415501001;362;404,713;1962;0,01;0,47;8,26;1204
2415601001;369;315,298;1956;0,02;0,54;16,62;1205
2415701001;1016;171,548;1981;0,01;0,66;13,18;1206
2415701002;1032;175,851;1987;0,01;0,69;7,92;1207
2415801001;495;294,317;1951;0,02;0,62;38,65;1208
2415901001;1339;313,081;1962;0,01;0,49;25,21;1209
2416001001;894;270,782;1959;0,01;0,56;29,85;1210
2416101001;350;305,477;1959;0,02;0,57;33,79;1211
2416201001;1196;218,793;1981;0,01;0,57;6,75;3525
2416301001;735;251,495;1987;0,01;0,47;16,5;3472
2416301002;503;245,461;1995;0,01;0,34;4,8;1212
2416301003;786;281,957;1995;0,01;0,44;6,1;1213
2416301004;527;234,903;1989;0,01;0,51;13;3473
2416401001;427;233,084;1939;0,02;0,62;24,16;1214
2416501001;424;206,432;1925;0,02;0,64;19,8;3515
2416601001;1213;298,396;1970;0,02;0,51;17,61;1215
2416701001;832;228,37;1947;0,02;0,7;10,74;1216
2416801001;370;280,362;1975;0,02;0,57;13,82;1217
2416901001;1082;151,831;1975;0,01;0,75;1,46;1218
2416901002;1360;161,707;1963;0,02;0,84;3,37;1219
2416901003;839;111,393;1970;0,02;0,89;2,98;3477
2417001001;981;152,345;1954;0,01;0,59;8,94;1220
2417001002;725;189,106;1968;0,01;0,62;6,27;3482
2417101001;360;214,064;1912;0,02;0,67;8;3522
2417201001;980;145,782;1925;0,02;0,57;15,76;1221
2417301001;855;327,098;1964;0,02;0,54;13,83;1222
2417401001;418;283,124;1966;0,02;0,52;10,85;1223
2417501001;1675;268,91;1977;0,02;0,6;15,82;3509
2417601001;182;371,764;1972;0,01;0,54;20,75;1224
2417701001;466;213,217;1951;0,02;0,56;10,54;1225
2417801001;79;231,557;1949;0,02;0,53;15,79;1226
2417901001;518;196,876;1943;0,02;0,59;8,6;3474
2418001001;1014;305,736;1952;0,02;0,56;31,68;1227
2418101001;536;167,496;1960;0,02;0,76;4,59;1228
2418101002;821;175,062;1979;0,02;0,73;0,97;1229
2418201001;475;331,642;1951;0,02;0,5;5,23;1230
2418301001;1293;203,09;1954;0,02;0,59;18,35;1231
2418401001;308;181,873;1942;0,02;0,58;6,53;1232
2418501001;566;261,654;1960;0,02;0,66;25,43;1233
2418701001;925;235,182;1959;0,02;0,56;27,31;1234
2418801001;1415;156,107;1982;0,02;0,77;9,98;1235
2418801002;1289;151,472;1980;0,02;0,66;3,76;1236
2418801003;1482;149,694;1989;0,01;0,62;6,57;1237
2418901001;1388;218,327;1986;0,01;0,52;17,29;1238
2418901002;1057;130,997;1994;0,01;0,54;2,65;1239
2418901003;848;124,552;1989;0,01;0,63;15,18;1240
2418901004;342;174,705;1994;0,01;0,68;4,91;3526
2418901005;575;133,433;1999;0,01;0,52;2,52;1241
2419001001;155;338,568;1925;0,02;0,5;14,47;1242
2419101001;157;286,605;1931;0,02;0,53;28,57;1243
2419301001;587;199,414;1947;0,02;0,67;9,14;3475
2419401001;338;197,621;1941;0,02;0,62;21,83;1244
2419601001;1080;179,198;1975;0,01;0,65;11,35;1245
2419601002;908;196,863;1960;0,02;0,6;30,32;1246
2419701001;622;229,63;1968;0,02;0,55;17,51;1247
2419801001;697;220,626;1928;0,02;0,61;12,42;1248
2419901001;666;228,707;1943;0,02;0,57;22,84;1249
2420101001;1634;278,647;1965;0,02;0,65;26,59;3507
2420201001;465;145,015;1964;0,01;0,67;3,25;1250
2420201002;667;147,748;1981;0,01;0,61;0,46;1251
2420201003;303;218,403;1961;0,02;0,64;9,58;1252
2420201004;517;130,089;1982;0,01;0,54;0,6;1253
2420201005;418;194,945;1959;0,02;0,7;21,94;1254
