CUSEC;dist_min_ceas_km;disp_ponderada_ceas;dist_min_especializada_km;disp_ponderada_especializada;dist_min_primaria_km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;dist_min_educación_especial_km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;disp_ponderada_inclusión_social;dist_min_población_general_km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;disp_ponderada_familia;dist_min_mujer_km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;disp_ponderada_personas_mayores;Seccion_id
4211601001;24,571;0,2;30,885;0;7,187;1,6;7,187;2,2;12,826;0,4;12,826;31,397;0;30,201;0;18,004;0,8;28,309;0,4;18,004;0,2;18,004;1,2;28,309;0,2;18,004;0,4;77,432;0;18,004;0,1;18,004;0,9;2475
4211701001;7,614;0,5;31,618;0;7,614;1;4,864;3,9;9,006;0,3;7,614;31,081;0;31,573;0;4,864;0,6;4,864;1,8;31,388;0;4,864;3;36,009;0;32,862;0;32,862;0;31,388;0;31,388;0;2476
4211801001;17,259;0,2;37,815;0;18,754;0,4;17,259;0,3;16,622;0,1;16,622;36,249;0;18,754;0,1;31,902;0;31,902;0;31,902;0;36,249;0;31,902;0;36,794;0;31,902;0;38,259;0;18,754;0,3;2477
4211901001;24,673;0,2;49,572;0;24,673;0,5;24,673;0,3;30,109;0;24,673;48,864;0;32,066;0;44,162;0;44,162;0;44,162;0;48,864;0;44,162;0;48,918;0;44,162;0;50,476;0;20,751;0,2;2478
4212001001;27,12;0,2;52,079;0;11,279;1,1;11,279;1,3;22,209;0,1;11,279;52,68;0;51,612;0;32,343;0;50,406;0;41,406;0;41,406;0;50,406;0;41,406;0;73,944;0;41,406;0;39,44;0;2479
4212101001;17,778;0,3;41,362;0;17,778;0,4;14,442;1,5;14,442;0,3;17,778;42,877;0;42,154;0;25,94;0,1;25,94;0,3;41,448;0;25,94;0,5;47,648;0;43,051;0;43,051;0;41,448;0;41,448;0;2480
4212301001;14,571;0,4;41,932;0;15,563;0,5;14,571;0,6;13,967;0,3;13,967;39,506;0;15,563;0,1;35,714;0;35,714;0;35,714;0;39,506;0;35,714;0;40,586;0;35,714;0;41,913;0;15,563;0,3;2481
4212401001;21,626;0,3;33,519;0;21,626;0,6;15,63;1,7;26,679;0,1;21,626;31,084;0;32,67;0;15,63;0,1;15,63;0,3;33,055;0;15,63;0,5;34,782;0;33,959;0;33,959;0;33,055;0;16,953;0,1;2482
4212501001;15,223;0,4;36,753;0;15,223;0,8;11,221;2,6;22,49;0,1;15,223;34,885;0;36,155;0;13,192;0,3;13,192;0,9;36,354;0;13,192;1,5;39,117;0;34,708;0;37,489;0;36,354;0;24,03;0,1;2483
4212701001;13,337;0,7;48,7;0;13,337;1,9;11,203;2;18,064;0,1;13,337;48,908;0;47,686;0;30,154;0;30,455;0;30,154;0;21,273;0,2;44,48;0;21,273;0,1;53,683;0;30,154;0;28,58;0,1;2484
4212801001;17,522;0,5;15,453;0,2;15,453;0,8;15,453;1,7;17,619;0,2;17,494;20,816;0,1;17,619;0,2;17,702;1,5;17,702;0,9;18,031;0,4;20,816;0,1;19,943;0,3;17,702;0,2;17,702;0,3;18,031;0,1;17,702;0,3;2485
4212901001;6,39;0,7;45,315;0;6,39;1,8;0;3,9;22,422;0,1;6,39;44,025;0;44,971;0;18,447;0,1;18,447;0,3;42,287;0;18,447;0,7;48,616;0;27,14;0,1;46,307;0;42,287;0;34,534;0;2486
4213001001;11,666;0,7;28,541;0,2;13,395;1,2;11,666;1,9;11,192;0,5;11,192;26,465;0,1;13,395;0,5;22,396;1,5;22,396;0,9;22,396;0,4;26,465;0,1;22,396;0,3;27,295;0,2;22,396;0,3;28,682;0,1;13,395;0,6;2487
4213101001;12,799;0,7;29,49;0,1;12,799;1,2;12,799;1,5;16,368;0,3;16,368;28,355;0,1;18,612;0,3;23,773;1,4;23,773;0,8;23,773;0,1;28,355;0,1;23,773;0,3;28,615;0,2;23,773;0,3;30,13;0;12,799;0,5;2488
4213201001;18,668;0,2;37,225;0;7,358;1;7,358;0,6;7,358;0,3;7,358;41,1;0;38,79;0;37,03;0;37,03;0;37,03;0;41,1;0;37,03;0;38,613;0;37,03;0;39,897;0;21,78;0,1;2489
4213401001;11,698;0,4;41,387;0;0;2,8;0;1,7;0;1;0;45,751;0;43,158;0;42,11;0;42,11;0;42,11;0;45,751;0;42,11;0;43,028;0;42,11;0;44,159;0;28,923;0,1;2490
4213401002;10,285;0,4;36,266;0;7,909;1,4;7,909;1;7,909;0,3;7,909;41,051;0;38,207;0;37,999;0;37,999;0;37,999;0;41,051;0;37,999;0;38,131;0;37,999;0;39,075;0;29,251;0,1;2491
4213501001;15,185;0,4;25,369;0,2;9,578;1;9,578;2;27,33;0,2;26,628;30,334;0;27,33;0,2;27,175;1,2;27,175;0,5;27,175;0,3;30,334;0;31,194;0;27,553;0,2;27,553;0,2;27,175;0,1;27,175;0,2;2492
4213901001;16,275;0,2;29,855;0,1;13,363;1,1;13,363;0,7;13,363;0,3;13,363;33,637;0;31,371;0;29,556;0,3;29,556;0,4;29,556;0,1;33,637;0;29,556;0,3;31,185;0;29,556;0,1;32,496;0;16,275;0,1;2493
4214001001;9,879;0,3;31,778;0;9,879;1;9,879;0,5;19,752;0,1;19,752;34,373;0;32,8;0;29,631;0,3;29,631;0,4;29,631;0,1;34,373;0;29,631;0,3;32,535;0;29,631;0,1;34,054;0;9,879;0,3;2494
4214101001;10,104;0,7;26,794;0,2;26,142;0,8;10,104;2,6;21,939;0,3;26,794;29,639;0,1;28,075;0,2;27,113;1,3;27,113;0,8;27,113;0,3;28,544;0,6;33,363;0;28,464;0,2;28,464;0,2;27,113;0,1;27,113;0,2;2495
4214201001;18,999;0,4;28,204;0,1;13,297;1,1;13,297;0,7;13,297;0,3;13,297;32,755;0;30,042;0;29,452;1,4;29,452;0,8;29,452;0,1;32,755;0;29,452;0,3;29,934;0,2;29,452;0,3;30,996;0;21,757;0,2;2496
4214401001;19,433;0,5;22,202;0,2;19,026;0,8;0;3,3;19,96;0,3;19,96;18,585;0,1;19,026;0,3;19,819;1,6;19,819;1,2;19,819;0,4;18,585;0,6;19,819;0,3;21,631;0,2;19,819;0,3;21,645;0,1;14,843;0,6;2497
4214501001;11,423;0,6;50,398;0;11,423;1,4;11,423;1;20,704;0,1;11,761;46,961;0;34,217;0;40,219;0;40,219;0;46,089;0;40,219;0;48,566;0;44,833;0;48,566;0;46,089;0;13,913;0,3;2498
4214801001;15,544;0,1;40,886;0;15,544;0,4;15,544;0,2;24,244;0,1;24,244;42,851;0;41,665;0;37,91;0;37,91;0;37,91;0;42,851;0;37,91;0;41,371;0;37,91;0;42,949;0;15,544;0,1;2499
4214901001;9,024;1,2;10,624;0,6;9,104;1,6;8,532;4,2;8,687;0,7;8,532;7,98;0,3;9,311;0,7;4,386;5,4;4,386;3,9;4,386;1,5;7,98;0,3;4,386;1,8;9,024;0,6;4,386;1,2;10,277;0,3;9,024;0,8;2500
4215101001;5,522;0,7;14,606;0,4;15,403;0,8;5,522;3,4;15,942;0,3;14,606;17,348;0,1;15,83;0,2;14,89;1,8;14,89;1,4;14,89;1;17,348;0,6;21,207;0,3;16,305;0,2;16,305;0,3;14,89;0,3;14,89;0,4;2501
4215201001;10,738;0,4;58,246;0;10,738;1,1;10,738;0,9;22,279;0,1;17,792;54,694;0;37,638;0;47,708;0;49,403;0;47,708;0;47,708;0;55,799;0;47,708;0;55,799;0;47,708;0;21,772;0,1;2502
4215301001;15,157;0,2;53,754;0;15,157;0,4;15,157;0,3;24,336;0,1;24,336;50,085;0;22,538;0,1;48,956;0;48,956;0;48,956;0;50,085;0;48,956;0;52,636;0;48,956;0;53,236;0;22,538;0,2;2503
4215401001;9,28;1,1;7,118;0,6;7,118;1,6;7,118;4,3;9,247;0,6;9,247;12,396;0,3;9,247;0,6;9,28;4,5;9,28;2,7;9,867;1,2;12,396;0,3;11,415;0,9;9,28;0,6;9,28;0,9;9,867;0,3;9,28;0,7;2504
4215501001;17,47;0,2;66,48;0;17,47;0,5;17,47;0,4;30,206;0;26,314;64,308;0;43,002;0;47,672;0;61,118;0;53,836;0;53,836;0;64,395;0;53,836;0;64,801;0;53,836;0;32,332;0;2505
4215601001;17,602;0,1;40,735;0;17,602;0,6;17,602;0,3;18,558;0,1;18,558;43,372;0;41,791;0;38,61;0;38,61;0;38,61;0;43,372;0;38,61;0;41,529;0;38,61;0;43,043;0;17,602;0,1;2506
4215701001;11,153;0,4;54,328;0;11,153;0,8;11,153;0,5;26,79;0,1;26,79;50,626;0;24,794;0,1;49,946;0;49,946;0;49,946;0;50,626;0;49,946;0;53,325;0;49,946;0;53,795;0;24,697;0,2;2507
4215801001;18,343;0,3;35,195;0;18,343;0,8;15,892;1,2;30,047;0;18,343;32,054;0;29,93;0,1;24,277;0,1;24,277;0,3;34,604;0;24,277;0,5;34,604;0;35,157;0;34,604;0;34,664;0;7,322;0,4;2508
4215901001;5,801;0,7;18,705;0,2;19,534;0,8;5,801;3;20,047;0,3;18,705;21,333;0,1;19,895;0,2;18,973;1,6;18,973;1,2;18,973;0,4;21,333;0,6;25,309;0,3;20,411;0,2;20,411;0,3;18,973;0,1;18,973;0,2;2509
4216001001;16,422;0,6;23,135;0,2;16,422;0,6;9,272;3,3;9,272;0,5;16,422;24,167;0,1;23,71;0,2;12,797;1,8;12,797;1,8;23,128;0,4;12,797;1,6;29,079;0,3;24,746;0,2;24,746;0,3;23,128;0,1;23,128;0,2;2510
4216101001;6,713;0,6;31,127;0;6,713;1;5,947;3,5;6,473;0,3;6,713;30,889;0;31,204;0;5,947;0,3;5,947;0,9;30,938;0;5,947;1,5;35,877;0;32,461;0;32,461;0;30,938;0;30,938;0;2511
4216201001;11,745;0,4;41,994;0;0;3;0;4;0;1;0;42,42;0;41,172;0;25,671;0,1;38,724;0;25,671;0,1;25,671;0,3;38,724;0;25,671;0,3;64,646;0;25,671;0,1;25,671;0,5;2512
4216201002;17,687;0,2;43,892;0;9,696;1,4;9,696;1,6;9,696;0,4;9,696;44,422;0;43,241;0;30,422;0;41,413;0;30,422;0;30,422;0;41,413;0;30,422;0;69,353;0;30,422;0;30,422;0;2513
4216201003;13,259;0,5;39,57;0;4,395;2,6;4,395;3,2;4,395;0,6;4,395;39,949;0;38,691;0;22,404;0,1;36,028;0;22,404;0,1;22,404;0,3;36,028;0;22,404;0,3;65,236;0;22,404;0,1;22,404;0,5;2514
4216301001;11,693;0,3;39,026;0;10,144;1;10,144;0,9;19,052;0,1;10,144;44,314;0;41,168;0;41,201;0;41,201;0;41,716;0;44,314;0;42,493;0;41,201;0;41,201;0;41,716;0;39,406;0;2515
4216401001;0;1,5;51,063;0;0;3;0;4,4;28,688;0,1;0;49,556;0;50,63;0;24,605;0,1;24,605;0,3;35,977;0;20,816;0,7;49,235;0;20,816;0,1;51,97;0;35,977;0;35,977;0;2516
4216501001;23,78;0,1;34,831;0;0;2;0;2,2;36,83;0;30,956;39,869;0;36,83;0;36,717;0;36,717;0;36,717;0;39,869;0;40,505;0;37,042;0;37,042;0;36,717;0;36,717;0;2517
4216601001;14,284;0,3;31,952;0;22,14;0,2;14,284;1,1;27,848;0,1;31,952;35,104;0;33,194;0;32,337;0;32,337;0;32,337;0;35,104;0;38,357;0;33,54;0;33,54;0;32,337;0;32,337;0;2518
4216701001;8,914;0,3;65,637;0;8,914;0,7;8,914;0,4;42,223;0;8,914;64,61;0;43,744;0;60,047;0;60,047;0;60,047;0;64,61;0;60,047;0;64,87;0;60,047;0;66,399;0;12,731;0,3;2519
4216801001;8,724;0,7;46,951;0;8,724;1,7;8,724;2,6;22,765;0,1;8,724;47,073;0;45,903;0;28,659;0,1;30,735;0;28,659;0,1;16,364;0,3;42,546;0;16,364;0,3;56,245;0;28,659;0,1;28,659;0,5;2520
4217101001;11,325;0,4;36,72;0;11,325;0,6;11,325;0,4;27,974;0,1;27,974;37,103;0;30,241;0;32,121;0;32,121;0;32,121;0;37,103;0;32,121;0;36,498;0;32,121;0;38,113;0;11,325;0,3;2521
4217201001;12,599;0,4;35,608;0;14,113;0,8;12,599;0,8;11,964;0,3;11,964;33,487;0;14,113;0,3;29,468;0,3;29,468;0,4;29,468;0,1;33,487;0;29,468;0,3;34,366;0;29,468;0,1;35,747;0;14,113;0,5;2522
4217301001;0;3,2;1,722;1,2;0,695;3,8;0,364;9,7;0,364;2;0,364;3,12;0,6;0,364;1,6;0;13,5;0;7,3;1,619;2,4;3,12;1,1;4,904;1,8;0;2;0;2,6;1,619;0,6;0;1,7;2523
4217301002;0,263;3,2;1,863;1,2;0,58;3,8;0,487;9,7;0,487;2;0,58;2,812;0,6;0,58;1,6;0,322;13,5;0,322;7,3;1,664;2,4;2,812;1,1;4,742;1,8;0,322;2;0,322;2,6;1,664;0,6;0,322;1,7;2524
4217301003;0;3,2;1,6;1,2;0,435;3,8;0,362;9,7;0,362;2;0,362;2,878;0,6;0,362;1,6;0,299;12,6;0,299;6,1;1,413;2,1;2,878;1,1;5,005;0,9;0,299;2;0,299;2,3;1,413;0,6;0,299;1,7;2525
4217301004;0,362;3,2;1,359;1,2;0,492;3,8;0;9,7;0;2;0;3,202;0,6;0;1,6;0,364;12,6;0,364;6,1;1,291;2,1;3,202;1,1;5,266;0,9;0,364;2;0,364;2,3;1,291;0,6;0,364;1,7;2526
4217301005;0,637;3,2;1,043;1,2;0,528;3,8;0,323;8,5;0,323;1,6;0,323;3,334;0,6;0,323;1,6;0,686;12,6;0,686;6,1;1,042;2,1;3,334;1,1;5,589;0,9;0,686;2;0,686;2,3;1,042;0,6;0,686;1,7;2527
4217301006;0,842;3,2;0,816;1,6;0,633;3,8;0,528;9,3;0,55;1,6;0,55;3,415;0,6;0,55;1,6;0,87;13;0,87;6,5;0,87;3,3;3,415;1,1;5,815;0,9;0,914;2;0,914;2,3;0,87;1;0,87;2,1;2528
4217301007;1,6;2;0;1,6;1,254;2,6;0;8,9;1,359;1,2;0;3,708;0,6;1,359;1,2;0,557;8,6;0,557;4,9;0,557;3,3;3,708;1,1;6,604;0,9;1,722;1,2;1,722;1,5;0,557;1;0,557;1,7;2529
4217301008;1,413;2;0,557;1,6;0,992;3;0;8,9;1,291;1,2;0,557;3,169;0,6;1,029;1,2;0;8,6;0;4,9;0;3,3;3,169;1,1;6,364;0,9;1,619;1,2;1,619;1,5;0;1;0;1,7;2530
4217302001;0,27;3,2;1,331;1,2;0,243;3,8;0,258;10,5;0,258;2;0,258;2,965;0,6;0,258;2;0,47;12,6;0,47;6,1;1,16;2,1;2,965;1,1;5,274;0,9;0,47;2;0,47;2,3;1,16;0,6;0,47;1,7;2531
4217302002;0,44;3,2;1,528;1,2;0;3,8;0,417;10,9;0,417;2;0,682;2,534;0,6;0,606;2;0,739;12,6;0,739;6,1;1,198;2,1;2,534;1,1;5,167;0,9;0,739;2;0,739;2,3;1,198;0,6;0,739;1,7;2532
4217302003;0,435;3,2;1,254;1,2;0;3,8;0,34;10,9;0,492;2;0,492;2,806;0,6;0,492;2;0,695;13;0,695;6,5;0,992;3,3;2,806;1,1;5,385;0,9;0,695;2;0,695;2,3;0,992;1;0,695;2,1;2533
4217302004;0,427;3,2;1,998;1,2;0,579;3,8;0,33;9,7;0,33;2;0,777;2,613;0,6;0,777;1,6;0,539;13,5;0,539;7,3;1,747;2,4;2,613;1,1;4,624;1,8;0,539;2;0,539;2,6;1,747;0,6;0,539;1,7;2534
4217302005;0,558;3,2;1,943;1,2;0,417;3,8;0;10,5;0;2;0,505;2,336;0,6;0,841;2;0,785;13,5;0,785;7,3;1,609;2,4;2,336;1,1;4,765;1,8;0,785;2;0,785;2,6;1,609;0,6;0,785;1,7;2535
4217302006;1,046;2;2,198;1,2;0,749;3,4;0;10,1;0,505;1,6;0;1,834;0,6;0,781;1,6;1,289;9,1;1,289;5,7;1,766;2,4;1,834;1,1;4,776;1,8;1,289;1,2;1,289;1,8;1,766;0,6;1,289;1,3;2536
4217302007;1,041;2;1,525;1,2;0,606;3,8;0;10,5;0,841;1,6;0,781;2,212;0,6;0;1,6;1,029;8,2;1,029;4,5;1,029;2,1;2,212;1,1;5,532;0,9;1,34;1,2;1,34;1,5;1,029;0,6;1,029;1,3;2537
4217302008;0,889;2,4;1,243;1,2;0,495;3,8;0,309;11,3;0,871;2;0,977;2,519;0,6;0,309;2;0,789;8,6;0,789;4,9;0,789;3,3;2,519;1,1;5,633;0,9;1,174;1,2;1,174;1,5;0,789;1;0,789;1,7;2538
4217302009;0,76;2,4;1,118;1,2;0,332;3,8;0,212;10,9;0,797;2;0,797;2,705;0,6;0,51;2;0,737;8,6;0,737;4,9;0,737;3,3;2,705;1,1;5,631;0,9;1,027;1,2;1,027;1,5;0,737;1;0,737;1,7;2539
4217302010;0,762;3,2;0,947;1,6;0,34;3,8;0;10,1;0,7;1,6;0,7;2,917;0,6;0,7;2;0,653;13;0,653;6,5;0,653;3,3;2,917;1,1;5,723;0,9;0,988;2;0,988;2,3;0,653;1;0,653;2,1;2540
4217302011;2,016;2;1,623;1,2;1,612;2,6;1,045;7,7;1,886;1,2;1,623;2,442;0,6;1,045;1,2;1,102;8,2;1,102;4,5;1,102;2,1;2,442;1,1;6,493;0,9;2,301;1,2;2,301;1,5;1,102;0,6;1,102;1,3;2541
4217302012;12,333;0,9;27,307;0,2;12,333;1,4;0;5,7;11,497;0,5;12,333;26,522;0,1;27,151;0,2;0;2,2;0;3,5;27,039;0,3;0;5,1;31,392;0;28,462;0,2;28,462;0,2;27,039;0,1;27,039;0,2;2542
4217302013;1,064;2;1,015;1,2;0,633;3,8;0,387;9,3;1,073;1,2;1,015;2,703;0,6;0,512;1,6;0,526;8,6;0,526;4,9;0,526;3,3;2,703;1,1;5,894;0,9;1,326;1,2;1,326;1,5;0,526;1;0,526;1,7;2543
4217302014;2,878;2,1;3,708;0,9;2,534;2,5;1,834;8;2,336;1,3;1,834;0;1;2,212;1,3;3,12;8,2;3,12;4,5;3,169;2,1;0;1,5;5,023;0,9;3,12;1,2;3,12;1,5;3,169;0,6;3,12;1,4;2544
4217303001;14,404;0,7;21,475;0,2;14,404;1,4;14,404;1,8;20,694;0,3;20,694;25,349;0,1;23,01;0,2;21,458;1,5;21,458;0,9;21,458;0,4;25,349;0,1;21,458;0,3;22,832;0,2;21,458;0,3;24,125;0,1;14,404;0,5;2545
4217303002;2,278;2;0;1,6;0;3;0;8,1;2,166;1,2;2,166;5,366;0,3;2,166;1,2;2,278;8,2;2,278;4,5;2,81;2,1;5,366;0,8;6,325;0,9;2,278;1,2;2,278;1,5;2,81;0,6;2,278;1,3;2546
4217303003;4,904;1,8;6,325;0,6;5,167;1,6;4,765;5,6;4,765;1;4,776;5,023;0,3;5,266;0,7;0;9,9;0;6,7;0;1,9;5,023;0,3;0;3;4,904;1,2;0;2,2;6,364;0,3;4,904;1,1;2547
4217401001;13,678;0,7;24,237;0,2;20,201;0,6;12,578;3,2;12,578;0,5;20,201;26,053;0,1;25,125;0,2;18,54;1,3;18,54;0,8;24,362;0,3;18,54;0,6;30,653;0;25,944;0,2;25,944;0,2;24,362;0,1;24,362;0,2;2548
4217501001;23,325;0,6;21,354;0,2;20,693;1,2;20,693;2;23,49;0,3;23,417;26,629;0,1;23,49;0,2;23,518;1,5;23,518;0,9;24,067;0,4;26,629;0,1;24,964;0,3;23,518;0,2;23,518;0,3;24,067;0,1;23,518;0,3;2549
4217601001;17,254;0,5;23,332;0,2;17,254;1;17,254;1,5;18,178;0,3;18,178;27,577;0,1;25,032;0,2;23,997;1,5;23,997;0,9;23,997;0,4;27,577;0,1;23,997;0,3;24,889;0,2;23,997;0,3;26,07;0,1;17,254;0,3;2550
4217701001;11,542;0,5;40,929;0;11,542;1,2;11,542;1,2;27,036;0,2;18,949;37,383;0;24,894;0,1;35,019;0;35,019;0;38,633;0;35,019;0;38,633;0;40,462;0;38,633;0;40,373;0;4,716;0,7;2551
4217801001;13,995;0,6;41,563;0;13,995;1,4;9,718;2,9;27,04;0,2;13,995;39,35;0;40,819;0;19,45;0,1;19,45;0,3;41,126;0;19,45;0,5;43,235;0;30,901;0;42,131;0;41,126;0;22,266;0,1;2552
4218101001;13,906;0,7;25,885;0,2;13,291;1,2;5,996;2,3;14,48;0,5;14,48;22,177;0,1;13,291;0,5;22,154;1,5;22,154;0,9;22,154;0,4;22,177;0,1;22,154;0,3;24,994;0,2;22,154;0,3;25,343;0,1;13,291;0,8;2553
4218201001;19,711;0,2;49,251;0;19,161;0,5;19,161;0,4;19,207;0,1;19,207;46,624;0;20,194;0,1;42,994;0;42,994;0;42,994;0;46,624;0;42,994;0;47,839;0;42,994;0;49,127;0;17,581;0,2;2554
4218301001;6,616;0,7;24,845;0,2;6,616;1,2;6,616;1,6;21,669;0,3;21,669;24,854;0,1;23,772;0,3;19,905;1,5;19,905;0,9;19,905;0,4;24,854;0,1;19,905;0,3;24,419;0,2;19,905;0,3;26,02;0,1;6,616;0,6;2555
4218401001;17,285;0,1;43,108;0;17,285;0,2;17,285;0,1;32,337;0;32,337;43,542;0;34,569;0;38,56;0;38,56;0;38,56;0;43,542;0;38,56;0;42,922;0;38,56;0;44,538;0;17,285;0,1;2556
4218501001;16,767;0,4;37,172;0;16,767;1;16,767;1,6;27,847;0,1;16,767;34,39;0;35,782;0;21,303;0,1;21,303;0,3;36,674;0;21,303;0,5;37,581;0;37,401;0;37,401;0;36,674;0;13,132;0,3;2557
4218701001;13,857;0,4;35,751;0;13,857;1;13,857;0,6;17,474;0,1;17,474;38,521;0;36,854;0;33,827;0;33,827;0;33,827;0;38,521;0;33,827;0;36,599;0;33,827;0;38,096;0;13,857;0,3;2558
4218801001;17,983;0,2;28,544;0,1;16,125;0,7;16,125;0,8;18,445;0,1;16,125;33,746;0;30,652;0;30,657;0;30,657;0;31,294;0;33,746;0;31,688;0;30,657;0;30,657;0;31,294;0;30,016;0;2559
4218901001;12,805;0,8;49,134;0;12,805;2,1;9,569;2,6;20,559;0,1;12,805;46,815;0;48,347;0;26,747;0,1;26,747;0,3;34,19;0;24,631;0,7;48,51;0;24,631;0,1;49,649;0;34,19;0;25,654;0,1;2560
4219001001;7,571;0,7;43,903;0;7,571;1,4;3,972;2,7;24,733;0,1;7,571;42,237;0;43,397;0;18,308;0,1;18,308;0,3;41,103;0;18,308;0,7;46,59;0;27,511;0,1;44,736;0;41,103;0;29,733;0,1;2561
4219101001;8,986;0,7;20,936;0,2;22,015;0,6;8,986;2,8;17,02;0,3;20,936;23,221;0,1;21,999;0,2;21,141;1,6;21,141;1,2;21,141;0,4;21,263;0,6;27,504;0,3;22,657;0,2;22,657;0,3;21,141;0,1;21,141;0,2;2562
4219201001;22,141;0,6;23,7;0,2;19,728;1,2;19,728;2;19,728;0,3;19,728;28,755;0,1;25,746;0,2;25,716;1,5;25,716;0,9;26,375;0,4;28,755;0,1;26,375;0,3;25,716;0,2;25,716;0,3;26,495;0,1;25,124;0,3;2563
4219301001;17,726;0,2;30,479;0;15,876;0,6;15,876;0,7;20,321;0,1;15,876;35,779;0;32,625;0;32,663;0;32,663;0;33,161;0;35,779;0;34,098;0;32,663;0;32,663;0;33,161;0;32,663;0;2564
4219401001;11,005;0,5;47,722;0;11,005;1,3;11,005;1,7;19,017;0,1;11,005;45,156;0;45,663;0;27,409;0,1;27,409;0,3;36,104;0;27,409;0,7;48,586;0;28,265;0,1;48,094;0;36,104;0;21,614;0,1;2565
4219501001;11,202;0,4;43,543;0;11,202;1;11,202;1,1;22,798;0,1;11,202;40,288;0;32,996;0;31,703;0;31,703;0;42,483;0;31,703;0;42,483;0;41,736;0;42,483;0;43,004;0;9,109;0,3;2566
4219601001;22,483;0,2;32,552;0;10,701;1;10,701;1,1;27,449;0,1;20,798;37,909;0;34,709;0;34,826;0;34,826;0;34,975;0;37,909;0;37,204;0;34,826;0;34,826;0;34,975;0;34,826;0;2567
4219701001;16,131;0,3;36,589;0;16,131;0,6;14,843;0,9;26,189;0,1;20,298;33,104;0;24,218;0,1;30,615;0;30,615;0;34,659;0;30,615;0;34,659;0;36,207;0;34,659;0;36,035;0;0;1,1;2568
4219801001;18,744;0,5;24,957;0,2;11,028;1,2;11,028;2,2;27,066;0,2;26,613;30,225;0;27,066;0,2;27,17;1,2;27,17;0,5;27,17;0,3;30,225;0;30,193;0;27,227;0,2;27,227;0,2;27,17;0,1;27,17;0,2;2569
4220001001;12,688;0,4;40,957;0;12,688;1,2;12,688;1;16,63;0,1;16,63;37,252;0;14,366;0,3;36,756;0;36,756;0;36,756;0;37,252;0;36,756;0;39,987;0;36,756;0;40,421;0;14,366;0,6;2570
4220101001;5,887;1,1;3,611;0,9;3,611;1,7;3,611;4,5;5,768;0,6;5,637;8,969;0,3;5,768;0,6;5,887;4,5;5,887;2,7;6,163;1,2;8,969;0,3;9,235;0,9;5,887;0,6;5,887;0,9;6,163;0,3;5,887;0,7;2571
4220201001;12,379;0,4;34,213;0;12,379;0,8;12,379;0,5;21,371;0,1;21,371;33,7;0;23,637;0,1;28,905;0,3;28,905;0,4;28,905;0,1;33,7;0;28,905;0,3;33,607;0;28,905;0,1;35,179;0;12,379;0,4;2572
4220401001;7,425;0,7;28,381;0,2;9,111;1,2;7,425;2,1;7,057;0,5;7,057;25,498;0,1;9,111;0,5;22,065;1,5;22,065;0,9;22,065;0,4;25,498;0,1;22,065;0,3;26,834;0,2;22,065;0,3;28,065;0,1;9,111;0,6;2573
4220501001;16,602;0,5;16,22;0,2;16,162;0,6;5,783;3,4;16,227;0,3;15,782;14,337;0,3;15,569;0,2;13,338;1,8;13,338;1,8;15,8;0,4;13,338;1,8;18,806;0,3;16,901;0,2;16,901;0,3;15,8;0,1;15,8;0,3;2574
4220601001;13,724;0,4;57,29;0;13,724;1,1;13,724;0,9;16,765;0,1;13,724;56,18;0;41,695;0;42,172;0;48,156;0;42,172;0;42,172;0;54,465;0;42,172;0;57,74;0;42,172;0;23,113;0,1;2575
4220701001;9,134;0,7;16,555;0,2;17,703;0,6;8,405;2,8;17,912;0,3;16,555;18,619;0,1;17,52;0,2;16,712;1,6;16,712;1,2;16,712;0,4;18,619;0,6;23,05;0,3;18,272;0,2;18,272;0,3;16,712;0,1;16,712;0,2;2576
4220801001;20,338;0,5;25,61;0,2;16,855;1,2;16,855;1,7;16,855;0,3;16,855;30,48;0;27,579;0,2;27,516;1,5;27,516;0,9;27,694;0,4;30,48;0;27,694;0,3;27,516;0,2;27,516;0,3;28,419;0,1;23,759;0,3;2577
4220901001;16,366;0,1;33,119;0;14,906;0,6;14,906;0,9;34,593;0;33,504;37;0;34,593;0;33,969;0;33,969;0;33,969;0;37;0;39,436;0;34,906;0;34,906;0;33,969;0;33,969;0;2578
4221101001;10,519;1,2;12,618;0,6;12,618;1;10,519;3,4;14,584;0,4;13,931;17,625;0,1;14,584;0,4;14,483;3,9;14,483;1,9;14,483;1;17,625;0,1;18,546;0,3;14,803;0,6;14,803;0,7;14,483;0,3;14,483;0,6;2579
4221201001;16,12;0,2;48,099;0;14,942;0,9;14,942;0,6;16,206;0,1;16,206;44,574;0;14,942;0,3;42,617;0;42,617;0;42,617;0;44,574;0;42,617;0;46,783;0;42,617;0;47,621;0;14,942;0,4;2580
