Provincia;CMuni;Periodo;Edad_media_de_la_población;Porcentaje_de_hogares_unipersonales;Porcentaje_de_población_española;Porcentaje_de_población_extranjera;Tamaño_medio_del_hogar;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia;Hombres;Mujeres;Población;%_Hombres;%_Mujeres;area_km2;Densidad de población;Rural
Valladolid;47059;2021;50,100;49,100;88,400;11,600;2,100;0;4;4;2;10;1;5;3;9;6;10;11;14;16;10;4;2;6;6;1;0;12;83;29;2,417;0,494;80;44;124;64,516;35,484;18,994;6,528;True
Valladolid;47059;2022;51,000;50,000;78,900;21,100;2,100;0;4;4;2;7;4;6;4;3;10;6;15;12;13;11;7;2;3;7;1;0;11;79;31;2,818;0,532;77;44;121;63,636;36,364;18,994;6,370;True
Valladolid;47059;2023;50,500;52,500;84,000;16,000;2,000;0;3;3;1;4;6;7;5;5;10;5;16;11;10;14;9;2;4;6;2;0;8;78;37;4,625;0,577;78;45;123;63,415;36,585;18,994;6,476;True
Valladolid;47060;2021;60,300;43,600;98,600;1,400;2,000;0;1;2;2;2;2;8;14;14;10;11;6;23;29;23;16;19;11;20;7;3;5;119;99;19,800;0,874;126;97;223;56,502;43,498;30,836;7,232;True
Valladolid;47060;2022;61,500;44,600;97,200;2,800;1,900;0;1;1;3;1;2;8;10;15;7;11;8;16;30;23;18;20;10;20;9;2;5;108;102;20,400;0,991;121;94;215;56,279;43,721;30,836;6,972;True
Valladolid;47060;2023;60,100;46,400;94,500;5,500;2,000;1;0;0;3;4;3;6;8;13;8;12;9;14;32;25;18;20;10;17;10;1;4;108;102;25,500;0,981;119;95;214;55,607;44,393;30,836;6,940;True
Valladolid;47061;2021;55,100;34,800;94,100;5,900;2,300;1;8;10;6;2;8;11;6;12;29;17;12;14;18;25;32;23;19;8;7;0;24;129;115;4,792;1,078;147;121;268;54,851;45,149;41,504;6,457;True
Valladolid;47061;2022;54,600;36,200;95,100;4,900;2,300;1;3;12;7;4;7;10;7;10;27;19;16;14;13;27;29;30;17;9;7;0;23;126;120;5,217;1,135;145;124;269;53,903;46,097;41,504;6,481;True
Valladolid;47061;2023;54,500;34,200;96,900;3,100;2,300;1;2;11;9;8;4;10;8;7;24;23;18;13;13;28;26;32;16;8;4;0;24;126;115;4,792;1,103;147;118;265;55,472;44,528;41,504;6,385;True
Valladolid;47062;2021;56,400;32,900;93,900;6,100;2,200;0;0;2;0;5;4;5;6;9;9;11;13;11;16;9;13;17;23;8;4;1;3;88;75;25,000;0,886;94;72;166;56,627;43,373;36,112;4,597;True
Valladolid;47062;2022;55,800;33,800;92,300;7,700;2,300;0;3;5;3;6;5;4;8;7;13;9;13;16;14;11;13;16;18;13;5;0;12;94;76;6,333;0,936;105;77;182;57,692;42,308;36,112;5,040;True
Valladolid;47062;2023;56,900;33,300;92,600;7,400;2,200;0;5;1;7;5;5;5;7;6;14;7;17;17;13;13;14;11;14;17;4;0;14;95;73;5,214;0,916;106;76;182;58,242;41,758;36,112;5,040;True
Valladolid;47063;2021;48,900;35,700;90,800;9,200;2,600;0;7;1;4;1;1;0;7;9;11;8;8;10;8;8;3;2;5;8;3;0;12;63;29;2,417;0,651;57;47;104;54,808;45,192;16,386;6,347;True
Valladolid;47063;2022;48,200;33,300;89,200;10,800;2,600;0;8;3;4;1;3;2;6;9;7;12;6;11;11;7;3;0;7;5;5;0;15;68;27;1,800;0,618;59;51;110;53,636;46,364;16,386;6,713;True
Valladolid;47063;2023;49,100;34,900;88,500;11,500;2,600;0;7;5;6;1;3;1;5;8;10;11;5;12;11;4;7;0;4;3;7;1;18;67;26;1,444;0,657;61;50;111;54,955;45,045;16,386;6,774;True
Valladolid;47064;2021;47,300;63,200;100,000;0,000;1,900;1;0;0;0;2;1;1;2;4;4;2;2;3;4;2;3;2;1;0;1;1;0;25;11;inf;0,440;20;16;36;55,556;44,444;16,961;2,123;True
Valladolid;47064;2022;52,200;55,600;100,000;0,000;2,000;0;2;0;0;2;3;0;2;5;4;3;2;3;2;1;4;2;1;0;0;1;2;26;9;4,500;0,423;23;14;37;62,162;37,838;16,961;2,181;True
Valladolid;47064;2023;51,900;64,700;100,000;0,000;1,800;0;1;0;0;1;2;1;2;3;5;3;0;5;1;3;4;2;1;1;0;1;1;23;12;12,000;0,565;22;14;36;61,111;38,889;16,961;2,123;True
Valladolid;47065;2021;53,300;35,800;98,700;1,300;2,100;0;12;13;13;31;34;46;41;34;43;46;79;93;92;47;61;62;40;36;26;3;44;533;275;6,250;0,598;458;394;852;53,756;46,244;64,458;13,218;True
Valladolid;47065;2022;53,800;36,800;98,300;1,700;2,100;0;16;17;15;20;42;40;44;33;40;44;82;89;99;54;51;63;39;41;28;3;52;529;279;5,365;0,626;455;405;860;52,907;47,093;64,458;13,342;True
Valladolid;47065;2023;54,500;39,300;98,800;1,200;2,000;0;16;16;17;20;39;38;46;34;42;43;76;90;105;55;56;59;36;39;25;4;53;529;274;5,170;0,618;458;398;856;53,505;46,495;64,458;13,280;True
Valladolid;47066;2021;41,400;29,200;95,900;4,100;2,400;0;114;107;102;82;88;112;152;167;190;147;184;150;103;108;57;39;46;30;18;7;339;1359;305;0,900;0,474;1030;973;2003;51,423;48,577;25,127;79,715;True
Valladolid;47066;2022;41,700;27,900;95,200;4,800;2,400;0;117;99;108;79;84;104;162;170;185;169;179;167;112;110;60;37;42;30;22;6;340;1395;307;0,903;0,464;1055;987;2042;51,665;48,335;25,127;81,267;True
Valladolid;47066;2023;41,700;27,800;94,700;5,300;2,500;1;114;102;104;92;73;102;168;176;172;188;166;170;136;97;74;39;40;33;23;3;338;1425;310;0,917;0,455;1066;1007;2073;51,423;48,577;25,127;82,501;True
Valladolid;47067;2021;58,400;35,800;96,200;3,800;2,300;0;0;0;2;4;6;7;4;9;5;12;18;15;16;5;9;7;16;8;8;0;3;95;53;17,667;0,589;79;72;151;52,318;47,682;20,944;7,210;True
Valladolid;47067;2022;58,400;39,100;96,000;4,000;2,200;0;0;0;1;4;9;5;4;7;7;12;13;22;17;7;5;10;11;14;6;2;2;99;55;27,500;0,576;80;76;156;51,282;48,718;20,944;7,448;True
Valladolid;47067;2023;57,800;39,400;96,100;3,900;2,200;0;0;0;0;4;8;7;2;8;7;12;12;20;15;9;6;10;7;16;5;2;1;94;55;55,000;0,596;78;72;150;52,000;48,000;20,944;7,162;True
Valladolid;47068;2021;58,300;52,600;83,300;16,700;1,900;0;0;0;1;1;1;1;1;0;2;1;3;8;0;2;2;3;6;2;1;0;1;18;16;16,000;0,944;17;18;35;48,571;51,429;13,604;2,573;True
Valladolid;47068;2022;54,000;52,600;72,200;27,800;1,900;0;0;0;1;1;0;2;3;0;3;1;1;10;1;1;2;3;1;5;2;0;1;22;14;14,000;0,682;19;18;37;51,351;48,649;13,604;2,720;True
Valladolid;47068;2023;51,700;50,000;63,400;36,600;2,000;0;0;0;1;1;1;2;4;0;3;2;0;9;3;0;3;2;1;3;1;0;1;25;10;10,000;0,440;17;19;36;47,222;52,778;13,604;2,646;True
Valladolid;47069;2021;57,000;33,300;100,000;0,000;2,300;0;0;1;1;2;6;7;4;1;7;5;14;12;7;6;9;13;6;5;3;1;2;65;43;21,500;0,692;56;54;110;50,909;49,091;11,214;9,809;True
Valladolid;47069;2022;57,400;31,900;100,000;0,000;2,300;0;0;1;1;1;6;6;5;3;5;5;13;13;10;5;8;13;6;4;4;1;2;67;41;20,500;0,642;54;56;110;49,091;50,909;11,214;9,809;True
Valladolid;47069;2023;57,900;32,700;99,100;0,900;2,200;0;0;1;1;1;6;4;7;2;5;5;11;14;9;8;7;13;7;4;3;0;2;64;42;21,000;0,688;54;54;108;50,000;50,000;11,214;9,631;True
Valladolid;47070;2021;58,700;58,800;93,100;6,900;1,700;0;0;0;0;0;1;0;0;1;0;4;3;1;0;2;4;3;5;1;1;0;0;10;16;inf;1,600;15;11;26;57,692;42,308;20,508;1,268;True
Valladolid;47070;2022;51,300;50,000;91,200;8,800;1,900;0;2;1;0;0;1;1;0;0;1;4;3;1;0;2;3;4;5;1;1;0;3;11;16;5,333;1,727;17;13;30;56,667;43,333;20,508;1,463;True
Valladolid;47070;2023;48,500;47,600;92,900;7,100;2,000;0;4;2;0;0;2;1;1;0;1;3;3;1;1;2;2;4;5;2;0;0;6;13;15;2,500;1,615;20;14;34;58,824;41,176;20,508;1,658;True
Valladolid;47071;2021;47,100;31,400;88,500;11,500;2,400;0;15;18;13;16;22;24;27;29;44;60;59;56;35;28;20;20;15;10;4;1;49;369;98;2,000;0,398;241;275;516;46,705;53,295;18,177;28,388;True
Valladolid;47071;2022;48,000;30,400;97,700;2,300;2,400;0;17;18;10;15;19;24;28;27;37;59;56;53;44;27;24;17;14;10;5;2;48;359;99;2,062;0,409;237;269;506;46,838;53,162;18,177;27,837;True
Valladolid;47071;2023;48,500;28,600;97,500;2,500;2,400;0;14;16;15;16;13;23;22;26;33;62;58;49;46;26;28;16;15;11;5;2;48;345;103;2,146;0,438;232;264;496;46,774;53,226;18,177;27,287;True
Valladolid;47073;2021;60,600;50,800;95,100;4,900;1,900;1;2;2;1;0;4;3;8;2;3;8;12;9;12;7;6;11;12;12;6;0;5;61;55;11,000;0,984;64;57;121;52,893;47,107;29,484;4,104;True
Valladolid;47073;2022;61,200;48,400;94,800;5,200;1,900;1;3;3;1;0;4;2;4;6;4;7;9;10;15;7;5;12;9;13;8;0;7;61;55;7,857;1,016;65;58;123;52,846;47,154;29,484;4,172;True
Valladolid;47073;2023;58,800;51,600;96,500;3,500;1,900;0;2;3;1;0;3;3;3;6;3;5;9;9;18;3;8;11;7;13;6;2;6;59;50;8,333;0,949;62;53;115;53,913;46,087;29,484;3,900;True
Valladolid;47074;2021;50,500;41,700;90,800;9,200;2,100;0;5;7;3;4;2;7;13;11;14;11;12;18;15;14;13;7;7;7;1;3;16;106;52;3,250;0,642;94;80;174;54,023;45,977;34,726;5,011;True
Valladolid;47074;2022;48,500;43,200;90,000;10,000;2,200;1;5;8;3;4;2;5;15;16;10;13;12;15;15;16;10;8;8;7;1;1;17;106;52;3,059;0,651;98;77;175;56,000;44,000;34,726;5,039;True
Valladolid;47074;2023;49,900;48,200;88,500;11,500;2,000;0;6;10;5;5;2;8;12;16;17;13;15;12;17;17;11;7;7;8;1;1;22;116;52;2,364;0,638;110;80;190;57,895;42,105;34,726;5,471;True
Valladolid;47075;2021;44,922;24,158;86,682;13,318;2,631;3;240;273;311;283;292;317;373;440;506;500;512;504;488;351;262;214;177;155;79;27;881;4158;1268;1,439;0,517;3169;3138;6307;50,246;49,754;60,505;104,239;True
Valladolid;47075;2022;45,055;23,422;84,976;15,024;2,654;4;238;277;293;298;307;308;361;426;492;511;528;488;500;372;280;214;170;153;79;33;868;4159;1305;1,503;0,522;3196;3136;6332;50,474;49,526;60,505;104,653;True
Valladolid;47075;2023;45,145;24,025;84,439;15,561;2,626;3;234;283;309;291;313;304;334;438;503;488;523;503;506;403;274;226;175;142;83;32;884;4145;1338;1,514;0,536;3210;3157;6367;50,416;49,584;60,505;105,231;True
Valladolid;47076;2021;42,194;17,360;96,916;3,084;2,726;2;806;1117;1390;1454;1126;916;1062;1439;1928;2249;2154;1656;1535;1483;1018;617;306;242;102;26;3603;15229;3796;1,054;0,486;11259;11369;22628;49,757;50,243;29,143;776,447;False
Valladolid;47076;2022;42,796;18,083;97,309;2,691;2,712;3;781;1075;1326;1467;1181;908;996;1384;1840;2207;2207;1711;1524;1522;1114;662;326;255;118;30;3474;15133;4030;1,160;0,496;11247;11390;22637;49,684;50,316;29,143;776,756;False
Valladolid;47076;2023;43,403;18,216;96,573;3,427;2,696;6;745;1019;1318;1452;1269;899;985;1292;1763;2131;2279;1789;1504;1521;1226;722;355;248;116;35;3372;15073;4229;1,254;0,504;11233;11441;22674;49,541;50,459;29,143;778,026;False
Valladolid;47077;2021;60,200;36,200;97,600;2,400;2,200;0;1;4;4;2;2;4;7;8;12;14;24;24;26;19;17;20;19;19;15;2;9;123;111;12,333;0,976;153;90;243;62,963;37,037;48,341;5,027;True
Valladolid;47077;2022;60,200;38,100;97,200;2,800;2,100;0;1;3;5;5;4;4;8;11;11;16;22;30;26;17;20;18;16;21;12;3;10;136;107;10,700;0,860;159;94;253;62,846;37,154;48,341;5,234;True
Valladolid;47077;2023;59,400;36,800;94,800;5,200;2,200;0;4;3;5;4;8;2;8;9;9;10;24;31;25;19;19;18;20;17;14;5;13;129;112;8,615;0,969;160;94;254;62,992;37,008;48,341;5,254;True
Valladolid;47078;2021;54,100;35,500;94,200;5,800;2,300;0;2;4;5;5;8;8;9;3;11;14;16;19;17;7;10;15;9;13;3;0;12;109;57;4,750;0,633;98;80;178;55,056;44,944;27,565;6,457;True
Valladolid;47078;2022;55,700;39,000;96,400;3,600;2,200;0;2;5;2;8;5;9;5;4;9;17;16;20;17;4;11;13;8;13;4;0;11;108;53;4,818;0,593;94;78;172;54,651;45,349;27,565;6,240;True
Valladolid;47078;2023;56,100;39,500;96,300;3,700;2,100;0;1;1;4;6;8;8;4;5;9;11;16;21;14;9;10;14;6;15;3;1;7;101;58;8,286;0,644;89;77;166;53,614;46,386;27,565;6,022;True
Valladolid;47079;2021;54,400;50,000;92,300;7,700;2,200;0;1;1;1;0;0;5;5;2;3;2;8;9;6;6;2;2;2;1;3;0;3;40;16;5,333;0,475;30;29;59;50,847;49,153;15,214;3,878;True
Valladolid;47079;2022;56,300;41,700;97,900;2,100;2,000;0;1;1;0;0;0;3;7;1;4;1;6;9;5;6;3;2;1;1;2;0;2;36;15;7,500;0,472;26;27;53;49,057;50,943;15,214;3,484;True
Valladolid;47079;2023;57,400;46,200;96,100;3,900;2,000;0;0;0;2;0;0;1;4;2;3;2;5;5;7;7;3;1;1;2;2;0;2;29;16;8,000;0,621;22;25;47;46,809;53,191;15,214;3,089;True
Valladolid;47080;2021;42,300;15,800;83,300;16,700;2,800;0;1;0;5;3;3;1;4;3;4;1;4;6;5;3;2;1;1;2;0;0;7;33;9;1,286;0,485;26;23;49;53,061;46,939;18,812;2,605;True
Valladolid;47080;2022;44,200;15,800;83,000;17,000;2,800;0;3;2;3;4;4;0;5;5;4;0;3;6;6;3;2;1;1;2;0;0;9;36;9;1,000;0,500;27;27;54;50,000;50,000;18,812;2,871;True
Valladolid;47080;2023;44,400;25,000;83,000;17,000;2,600;0;2;2;4;4;2;1;5;3;4;1;3;4;8;3;2;2;1;2;0;0;9;34;10;1,111;0,559;29;24;53;54,717;45,283;18,812;2,817;True
Valladolid;47081;2021;53,600;40,000;95,600;4,400;2,300;0;3;2;0;0;1;0;1;5;2;1;6;3;2;3;4;3;3;1;2;1;5;21;17;3,400;1,048;20;23;43;46,512;53,488;12,670;3,394;True
Valladolid;47081;2022;52,600;35,000;97,700;2,300;2,200;0;3;3;0;0;1;0;1;4;4;0;6;4;2;3;3;4;2;2;1;2;6;22;17;2,833;1,045;20;25;45;44,444;55,556;12,670;3,552;True
Valladolid;47081;2023;51,600;36,800;95,100;4,900;2,200;0;2;2;1;1;1;0;1;3;6;0;4;5;2;4;3;2;3;3;1;0;5;23;16;3,200;0,913;21;23;44;47,727;52,273;12,670;3,473;True
Valladolid;47082;2021;46,400;31,200;89,500;10,500;2,400;0;35;31;58;45;59;48;56;66;91;73;85;83;58;64;61;47;32;24;15;7;133;655;250;1,880;0,585;521;517;1038;50,193;49,807;50,499;20,555;True
Valladolid;47082;2022;46,300;31,700;87,600;12,400;2,400;0;25;31;54;44;53;56;52;65;81;75;81;82;60;63;65;49;26;24;12;4;119;640;243;2,042;0,566;505;497;1002;50,399;49,601;50,499;19,842;True
Valladolid;47082;2023;46,700;33,000;88,700;11,300;2,400;1;30;28;55;41;51;60;48;65;83;76;77;79;68;64;65;46;32;22;13;1;121;640;244;2,017;0,570;510;495;1005;50,746;49,254;50,499;19,901;True
Valladolid;47083;2021;50,500;34,100;91,900;8,100;2,200;0;1;3;2;5;5;7;3;3;7;2;9;11;10;7;12;4;3;2;0;0;7;61;28;4,000;0,574;50;46;96;52,083;47,917;12,307;7,800;True
Valladolid;47083;2022;50,900;36,200;94,200;5,800;2,200;0;1;3;3;4;7;6;5;5;6;3;7;16;8;6;11;6;3;3;0;0;8;66;29;3,625;0,561;52;51;103;50,485;49,515;12,307;8,369;True
Valladolid;47083;2023;50,100;36,000;87,600;12,400;2,300;0;1;1;4;2;6;5;6;5;6;6;8;15;7;9;10;8;2;2;0;0;6;66;31;5,167;0,561;56;47;103;54,369;45,631;12,307;8,369;True
Valladolid;47084;2021;50,400;39,900;76,900;23,100;2,300;3;32;47;45;57;71;69;93;83;99;107;106;129;131;104;81;62;56;47;38;15;135;934;406;3,007;0,579;733;742;1475;49,695;50,305;150,618;9,793;True
Valladolid;47084;2022;50,500;39,400;79,600;20,400;2,300;3;27;41;45;63;59;70;90;87;92;106;112;117;137;112;86;57;60;47;39;12;126;920;416;3,302;0,589;730;732;1462;49,932;50,068;150,618;9,707;True
Valladolid;47084;2023;51,500;40,500;79,700;20,300;2,300;2;28;36;56;52;58;61;81;78;90;106;100;118;147;110;91;62;55;41;33;14;130;881;408;3,138;0,611;703;716;1419;49,542;50,458;150,618;9,421;True
Valladolid;47085;2021;47,162;33,218;84,991;15,009;2,273;3;708;919;985;977;970;981;1056;1340;1619;1652;1623;1607;1437;1181;991;794;682;500;223;66;2807;13067;4440;1,582;0,555;9896;10418;20314;48,715;51,285;153,158;132,634;True
Valladolid;47085;2022;47,109;34,025;84,503;15,497;2,271;5;671;886;1021;987;968;926;1050;1216;1603;1636;1615;1599;1496;1232;1008;813;634;543;233;60;2775;12899;4528;1,632;0,566;9846;10356;20202;48,738;51,262;153,158;131,903;True
Valladolid;47085;2023;46,932;32,920;80,994;19,006;2,315;6;647;862;1017;993;948;910;1052;1197;1538;1653;1581;1623;1544;1226;1074;825;618;528;247;62;2726;12839;4586;1,682;0,570;9869;10282;20151;48,975;51,025;153,158;131,570;True
Valladolid;47086;2021;47,293;33,941;94,450;5,550;2,300;3;152;176;194;182;203;235;268;278;358;325;369;408;339;261;239;196;151;129;70;18;558;2929;1067;1,912;0,555;2252;2302;4554;49,451;50,549;115,159;39,545;True
Valladolid;47086;2022;47,184;33,187;93,013;6,987;2,300;3;138;174;201;166;204;223;265;260;332;352;346;401;349;277;249;197;138;144;64;21;546;2865;1093;2,002;0,572;2240;2264;4504;49,734;50,266;115,159;39,111;True
Valladolid;47086;2023;47,729;31,842;94,139;5,861;2,305;3;133;176;208;169;192;204;258;263;325;353;338;404;346;299;244;213;145;127;67;25;551;2818;1123;2,038;0,594;2219;2273;4492;49,399;50,601;115,159;39,007;True
Valladolid;47087;2021;52,100;28,100;88,900;11,100;2,400;0;9;10;13;15;24;28;19;16;25;31;39;36;33;26;27;32;20;22;12;2;35;263;141;4,029;0,669;237;202;439;53,986;46,014;19,046;23,049;True
Valladolid;47087;2022;53,400;31,700;92,300;7,700;2,300;0;6;10;14;15;23;29;17;15;24;32;39;37;33;26;24;32;21;22;13;3;33;261;141;4,273;0,667;234;201;435;53,793;46,207;19,046;22,839;True
Valladolid;47087;2023;52,600;35,300;89,400;10,600;2,300;1;8;10;8;19;19;27;15;15;19;33;36;34;36;27;24;37;20;22;11;3;30;249;145;4,833;0,703;226;198;424;53,302;46,698;19,046;22,262;True
Valladolid;47088;2021;57,000;50,000;94,800;5,200;1,900;0;2;2;5;1;6;4;2;3;5;4;9;11;22;5;11;7;4;10;7;1;9;67;45;5,000;0,806;65;56;121;53,719;46,281;23,025;5,255;True
Valladolid;47088;2022;57,200;52,500;93,900;6,100;1,900;0;2;1;7;2;4;5;3;2;2;5;10;12;21;7;7;7;4;8;6;2;10;66;41;4,100;0,773;64;53;117;54,701;45,299;23,025;5,081;True
Valladolid;47088;2023;57,600;55,600;94,700;5,300;1,800;0;2;1;2;4;4;7;3;3;3;4;6;14;20;10;5;7;3;7;5;4;6;67;41;6,833;0,701;60;54;114;52,632;47,368;23,025;4,951;True
Valladolid;47089;2021;54,700;39,200;88,700;11,300;2,100;0;2;3;2;3;1;5;7;10;11;11;13;17;14;11;13;10;11;7;2;1;8;91;55;6,875;0,692;86;68;154;55,844;44,156;35,034;4,396;True
Valladolid;47089;2022;55,800;41,300;88,200;11,800;2,100;0;2;4;3;3;2;4;7;14;12;14;15;14;19;10;14;12;8;10;1;1;10;103;56;5,600;0,641;93;76;169;55,030;44,970;35,034;4,824;True
Valladolid;47089;2023;57,800;41,000;87,700;12,300;2,000;0;1;3;3;3;1;5;7;12;13;11;17;15;19;13;14;13;7;11;0;1;8;102;59;7,375;0,657;97;72;169;57,396;42,604;35,034;4,824;True
Valladolid;47090;2021;42,747;27,580;90,178;9,822;2,576;2;122;154;173;158;155;180;199;229;333;299;269;254;243;173;141;90;57;52;25;11;481;2287;551;1,146;0,451;1741;1578;3319;52,456;47,544;46,222;71,806;True
Valladolid;47090;2022;43,277;27,755;91,050;8,950;2,518;1;132;164;180;161;155;192;188;215;307;305;280;255;239;175;142;96;54;58;24;9;508;2265;559;1,100;0,471;1731;1601;3332;51,951;48,049;46,222;72,087;True
Valladolid;47090;2023;43,430;27,470;90,238;9,762;2,578;0;119;152;190;169;157;202;171;209;293;322;275;262;226;197;158;97;63;48;23;10;495;2252;596;1,204;0,484;1729;1614;3343;51,720;48,280;46,222;72,325;True
Valladolid;47091;2021;56,800;30,800;95,100;4,900;2,100;0;1;0;1;0;4;1;2;8;4;6;8;6;6;8;8;6;4;2;3;1;2;45;32;16,000;0,756;43;36;79;54,430;45,570;29,933;2,639;True
Valladolid;47091;2022;55,500;36,600;96,300;3,700;2,000;0;2;1;1;0;3;1;2;5;7;6;6;8;6;6;12;6;3;2;3;1;4;44;33;8,250;0,841;44;37;81;54,321;45,679;29,933;2,706;True
Valladolid;47091;2023;55,100;35,000;96,300;3,700;2,000;0;4;2;1;0;2;2;2;3;7;5;5;10;6;7;8;6;5;1;4;1;7;42;32;4,571;0,929;45;36;81;55,556;44,444;29,933;2,706;True
Valladolid;47092;2021;53,200;47,100;99,000;1,000;2,100;0;2;2;2;0;1;10;6;9;5;3;9;10;15;9;5;5;8;2;0;1;6;68;30;5,000;0,529;61;43;104;58,654;41,346;33,962;3,062;True
Valladolid;47092;2022;52,200;52,000;97,100;2,900;2,100;0;1;2;2;0;2;8;4;13;5;2;10;11;14;11;6;4;6;4;0;1;5;69;32;6,400;0,536;61;45;106;57,547;42,453;33,962;3,121;True
Valladolid;47092;2023;52,500;46,000;97,200;2,800;2,100;0;4;1;2;1;1;5;6;8;9;3;9;10;12;14;6;3;4;3;1;1;7;64;32;4,571;0,609;63;40;103;61,165;38,835;33,962;3,033;True
Valladolid;47093;2021;52,800;34,700;97,700;2,300;2,100;1;9;15;20;30;33;32;44;35;64;66;66;82;94;68;56;46;42;27;17;6;50;540;263;5,260;0,580;464;389;853;54,396;45,604;59,532;14,328;True
Valladolid;47093;2022;52,500;35,900;96,900;3,100;2,100;1;10;16;19;26;43;34;34;37;64;65;71;76;94;74;62;48;37;24;16;8;50;539;270;5,400;0,594;463;396;859;53,900;46,100;59,532;14,429;True
Valladolid;47093;2023;52,600;37,900;96,200;3,800;2,100;1;11;18;19;29;36;38;32;42;66;59;66;68;94;80;62;51;31;29;14;5;54;524;273;5,056;0,624;456;395;851;53,584;46,416;59,532;14,295;True
Valladolid;47094;2021;53,200;41,200;78,200;21,800;2,200;1;1;2;6;2;5;7;9;9;12;10;11;7;16;11;10;19;5;3;3;1;9;88;53;5,889;0,705;83;67;150;55,333;44,667;42,487;3,530;True
Valladolid;47094;2022;53,600;44,600;79,500;20,500;2,300;1;2;2;6;4;4;8;7;6;15;11;11;8;9;13;9;17;9;2;1;3;11;82;55;5,000;0,805;80;68;148;54,054;45,946;42,487;3,483;True
Valladolid;47094;2023;54,300;41,300;80,700;19,300;2,300;1;2;2;5;5;3;4;12;5;11;12;10;11;11;12;9;13;11;4;1;2;10;83;53;5,300;0,759;79;67;146;54,110;45,890;42,487;3,436;True
Valladolid;47095;2021;60,100;45,500;100,000;0,000;1,900;0;0;2;0;0;3;2;1;3;4;2;4;5;5;4;6;0;1;2;2;1;2;29;16;8,000;0,621;26;21;47;55,319;44,681;15,292;3,074;True
Valladolid;47095;2022;59,700;35,000;100,000;0,000;2,000;0;0;0;0;0;2;1;0;3;4;2;3;5;4;4;7;1;1;2;1;2;0;24;18;inf;0,750;25;17;42;59,524;40,476;15,292;2,747;True
Valladolid;47095;2023;59,100;42,100;100,000;0,000;2,000;0;0;0;0;0;2;1;0;2;6;2;1;6;3;3;6;3;1;1;2;1;0;23;17;inf;0,739;24;16;40;60,000;40,000;15,292;2,616;True
Valladolid;47096;2021;58,100;41,400;91,100;8,900;2,300;1;0;3;1;0;3;12;7;4;10;9;12;12;17;17;6;9;4;5;8;2;4;86;52;13,000;0,651;76;66;142;53,521;46,479;15,883;8,940;True
Valladolid;47096;2022;57,000;44,300;91,000;9,000;2,200;1;1;2;1;0;4;8;6;4;7;10;13;12;12;20;8;5;5;6;7;3;4;76;55;13,750;0,776;74;61;135;54,815;45,185;15,883;8,500;True
Valladolid;47096;2023;56,000;46,800;91,000;9,000;2,100;0;2;2;1;0;3;8;7;5;5;10;14;11;12;19;10;7;5;3;9;1;5;75;54;10,800;0,787;77;57;134;57,463;42,537;15,883;8,437;True
Valladolid;47097;2021;54,500;31,400;98,500;1,500;2,400;0;9;8;7;14;9;22;11;18;15;26;31;26;30;26;23;24;22;16;9;2;27;199;122;4,519;0,749;188;160;348;54,023;45,977;31,337;11,105;True
Valladolid;47097;2022;54,900;32,600;97,600;2,400;2,400;0;7;7;5;16;4;19;16;13;15;24;26;28;31;28;24;21;24;11;13;2;22;189;123;5,591;0,767;185;149;334;55,389;44,611;31,337;10,658;True
Valladolid;47097;2023;54,900;37,300;96,700;3,300;2,300;0;7;8;4;13;8;11;20;14;17;20;30;27;29;23;28;24;20;16;12;3;22;186;126;5,727;0,796;183;151;334;54,790;45,210;31,337;10,658;True
Valladolid;47098;2021;48,900;33,900;97,700;2,300;2,200;0;17;15;25;28;22;22;31;37;46;64;69;58;46;33;28;34;30;30;8;1;63;417;164;2,603;0,544;322;322;644;50,000;50,000;63,803;10,094;True
Valladolid;47098;2022;48,700;34,100;97,900;2,100;2,200;0;19;19;27;27;27;24;28;38;42;68;71;57;46;40;27;37;21;31;11;2;70;423;169;2,414;0,565;334;328;662;50,453;49,547;63,803;10,376;True
Valladolid;47098;2023;48,600;32,000;97,100;2,900;2,300;0;19;21;21;24;36;27;30;30;50;62;74;59;48;42;24;39;21;24;14;3;66;435;167;2,530;0,536;338;330;668;50,599;49,401;63,803;10,470;True
Valladolid;47099;2021;56,100;41,000;100,000;0,000;2,200;0;1;1;3;3;4;3;13;6;8;15;8;14;18;11;12;12;9;13;2;1;6;91;60;10,000;0,725;81;76;157;51,592;48,408;19,063;8,236;True
Valladolid;47099;2022;56,400;45,600;99,400;0,600;2,100;0;1;1;5;2;8;4;13;7;11;11;12;17;16;11;14;10;11;11;6;1;7;101;64;9,143;0,703;90;82;172;52,326;47,674;19,063;9,023;True
Valladolid;47099;2023;54,200;39,500;93,600;6,400;2,300;0;1;3;2;3;5;4;12;7;10;11;13;15;17;13;12;10;8;9;9;0;7;96;61;8,714;0,708;86;78;164;52,439;47,561;19,063;8,603;True
